Product Name,Cleaned Description,processed_description,tokenized_description,sentiment_score,keyword_count,named_entities,pos_tags
Helm K8,helm package manager kubernetes allows developers operators easily package configure deploy applications services onto kubernetes clusters,helm package manager kubernetes allows developers operators easily package configure deploy applications onto kubernetes clusters,"['helm', 'package', 'manager', 'kubernetes', 'allows', 'developers', 'operators', 'easily', 'package', 'configure', 'deploy', 'applications', 'onto', 'kubernetes', 'clusters']",0.43333333333333335,0,"(S
  helm/JJ
  package/NN
  manager/NN
  kubernetes/VBZ
  allows/VBZ
  developers/NNS
  operators/NNS
  easily/RB
  package/VB
  configure/NN
  deploy/NN
  applications/NNS
  onto/IN
  kubernetes/NNS
  clusters/NNS)","[('helm', 'JJ'), ('package', 'NN'), ('manager', 'NN'), ('kubernetes', 'VBZ'), ('allows', 'VBZ'), ('developers', 'NNS'), ('operators', 'NNS'), ('easily', 'RB'), ('package', 'VB'), ('configure', 'NN'), ('deploy', 'NN'), ('applications', 'NNS'), ('onto', 'IN'), ('kubernetes', 'NNS'), ('clusters', 'NNS')]"
Hygieia,software delivery excellence solution collects entire software development lifecycle data devops associated tools provides business insights sdlc,software delivery excellence collects entire software development lifecycle devops associated tools provides insights sdlc,"['software', 'delivery', 'excellence', 'collects', 'entire', 'software', 'development', 'lifecycle', 'devops', 'associated', 'tools', 'provides', 'insights', 'sdlc']",0.0,0,"(S
  software/NN
  delivery/NN
  excellence/NN
  collects/NNS
  entire/JJ
  software/NN
  development/NN
  lifecycle/NN
  devops/NNS
  associated/JJ
  tools/NNS
  provides/VBZ
  insights/NNS
  sdlc/NN)","[('software', 'NN'), ('delivery', 'NN'), ('excellence', 'NN'), ('collects', 'NNS'), ('entire', 'JJ'), ('software', 'NN'), ('development', 'NN'), ('lifecycle', 'NN'), ('devops', 'NNS'), ('associated', 'JJ'), ('tools', 'NNS'), ('provides', 'VBZ'), ('insights', 'NNS'), ('sdlc', 'NN')]"
Debug Tool,debug tool zos enables examine monitor control execution c c cobol pli programs,debug tool zos enables examine monitor control execution c c cobol pli programs,"['debug', 'tool', 'zos', 'enables', 'examine', 'monitor', 'control', 'execution', 'c', 'c', 'cobol', 'pli', 'programs']",0.0,0,"(S
  debug/NN
  tool/NN
  zos/NN
  enables/VBZ
  examine/JJ
  monitor/NN
  control/NN
  execution/NN
  c/VBP
  c/JJ
  cobol/NN
  pli/NN
  programs/NNS)","[('debug', 'NN'), ('tool', 'NN'), ('zos', 'NN'), ('enables', 'VBZ'), ('examine', 'JJ'), ('monitor', 'NN'), ('control', 'NN'), ('execution', 'NN'), ('c', 'VBP'), ('c', 'JJ'), ('cobol', 'NN'), ('pli', 'NN'), ('programs', 'NNS')]"
Developer for z Systems,developer zos modern robust toolset developing maintaining ibm zos applications use devops practices,developer zos modern robust toolset developing maintaining ibm zos applications use devops practices,"['developer', 'zos', 'modern', 'robust', 'toolset', 'developing', 'maintaining', 'ibm', 'zos', 'applications', 'use', 'devops', 'practices']",0.2,2,"(S
  developer/NN
  zos/NN
  modern/JJ
  robust/JJ
  toolset/NN
  developing/VBG
  maintaining/VBG
  ibm/NN
  zos/NN
  applications/NNS
  use/VBP
  devops/NNS
  practices/NNS)","[('developer', 'NN'), ('zos', 'NN'), ('modern', 'JJ'), ('robust', 'JJ'), ('toolset', 'NN'), ('developing', 'VBG'), ('maintaining', 'VBG'), ('ibm', 'NN'), ('zos', 'NN'), ('applications', 'NNS'), ('use', 'VBP'), ('devops', 'NNS'), ('practices', 'NNS')]"
IBM XL,xl cc name ibms proprietary optimizing cc compiler ibmsupported environments,xl cc name ibms proprietary optimizing cc compiler ibmsupported environments,"['xl', 'cc', 'name', 'ibms', 'proprietary', 'optimizing', 'cc', 'compiler', 'ibmsupported', 'environments']",0.0,0,"(S
  xl/JJ
  cc/NN
  name/NN
  ibms/JJ
  proprietary/JJ
  optimizing/VBG
  cc/NN
  compiler/NN
  ibmsupported/VBD
  environments/NNS)","[('xl', 'JJ'), ('cc', 'NN'), ('name', 'NN'), ('ibms', 'JJ'), ('proprietary', 'JJ'), ('optimizing', 'VBG'), ('cc', 'NN'), ('compiler', 'NN'), ('ibmsupported', 'VBD'), ('environments', 'NNS')]"
ILOG CPLEX,ibm ilog cplex optimization studio optimization software package,ibm ilog cplex optimization studio optimization software package,"['ibm', 'ilog', 'cplex', 'optimization', 'studio', 'optimization', 'software', 'package']",0.0,0,"(S
  ibm/NN
  ilog/NN
  cplex/JJ
  optimization/NN
  studio/NN
  optimization/NN
  software/NN
  package/NN)","[('ibm', 'NN'), ('ilog', 'NN'), ('cplex', 'JJ'), ('optimization', 'NN'), ('studio', 'NN'), ('optimization', 'NN'), ('software', 'NN'), ('package', 'NN')]"
Informix 4GL,informixgl gl programming language developed informix mids,informixgl gl programming language developed informix mids,"['informixgl', 'gl', 'programming', 'language', 'developed', 'informix', 'mids']",0.1,0,"(S
  informixgl/NN
  gl/NN
  programming/VBG
  language/NN
  developed/VBD
  informix/JJ
  mids/NNS)","[('informixgl', 'NN'), ('gl', 'NN'), ('programming', 'VBG'), ('language', 'NN'), ('developed', 'VBD'), ('informix', 'JJ'), ('mids', 'NNS')]"
Informix SQL,ibm informix embeddable highperformance database integrating sql nosql json timeseries spatial data,ibm informix embeddable highperformance database integrating sql nosql json timeseries spatial,"['ibm', 'informix', 'embeddable', 'highperformance', 'database', 'integrating', 'sql', 'nosql', 'json', 'timeseries', 'spatial']",0.0,0,"(S
  ibm/JJ
  informix/NN
  embeddable/JJ
  highperformance/NN
  database/NN
  integrating/VBG
  sql/JJ
  nosql/JJ
  json/NN
  timeseries/NNS
  spatial/JJ)","[('ibm', 'JJ'), ('informix', 'NN'), ('embeddable', 'JJ'), ('highperformance', 'NN'), ('database', 'NN'), ('integrating', 'VBG'), ('sql', 'JJ'), ('nosql', 'JJ'), ('json', 'NN'), ('timeseries', 'NNS'), ('spatial', 'JJ')]"
Integration Designer,integration designer formerly ibm websphere integration developer delivers tools visually constructing services data transformations business process execution language bpel orchestrations integration applications source systems,integration designer formerly ibm websphere integration developer delivers tools visually constructing transformations process execution language bpel orchestrations integration applications source systems,"['integration', 'designer', 'formerly', 'ibm', 'websphere', 'integration', 'developer', 'delivers', 'tools', 'visually', 'constructing', 'transformations', 'process', 'execution', 'language', 'bpel', 'orchestrations', 'integration', 'applications', 'source', 'systems']",0.0,0,"(S
  integration/NN
  designer/NN
  formerly/RB
  ibm/RB
  websphere/JJ
  integration/NN
  developer/NN
  delivers/NNS
  tools/VBP
  visually/RB
  constructing/VBG
  transformations/NNS
  process/NN
  execution/NN
  language/NN
  bpel/JJ
  orchestrations/NNS
  integration/NN
  applications/NNS
  source/NN
  systems/NNS)","[('integration', 'NN'), ('designer', 'NN'), ('formerly', 'RB'), ('ibm', 'RB'), ('websphere', 'JJ'), ('integration', 'NN'), ('developer', 'NN'), ('delivers', 'NNS'), ('tools', 'VBP'), ('visually', 'RB'), ('constructing', 'VBG'), ('transformations', 'NNS'), ('process', 'NN'), ('execution', 'NN'), ('language', 'NN'), ('bpel', 'JJ'), ('orchestrations', 'NNS'), ('integration', 'NN'), ('applications', 'NNS'), ('source', 'NN'), ('systems', 'NNS')]"
OpenShift,red hat openshift ibm cloud fully managed openshiftservice leverages enterprise scale security ibm cloud focus developing managing applications deploy highly available openshift clusters asaservice click button ibm cloud,red hat openshift ibm fully managed openshiftservice leverages enterprise scale security ibm focus developing managing applications deploy highly available openshift clusters asaservice click button ibm,"['red', 'hat', 'openshift', 'ibm', 'fully', 'managed', 'openshiftservice', 'leverages', 'enterprise', 'scale', 'security', 'ibm', 'focus', 'developing', 'managing', 'applications', 'deploy', 'highly', 'available', 'openshift', 'clusters', 'asaservice', 'click', 'button', 'ibm']",0.2,2,"(S
  red/JJ
  hat/WP
  openshift/VBZ
  ibm/NN
  fully/RB
  managed/VBN
  openshiftservice/NN
  leverages/NNS
  enterprise/VBP
  scale/JJ
  security/NN
  ibm/NN
  focus/NN
  developing/VBG
  managing/VBG
  applications/NNS
  deploy/VBP
  highly/RB
  available/JJ
  openshift/NN
  clusters/NNS
  asaservice/VBP
  click/JJ
  button/NN
  ibm/NN)","[('red', 'JJ'), ('hat', 'WP'), ('openshift', 'VBZ'), ('ibm', 'NN'), ('fully', 'RB'), ('managed', 'VBN'), ('openshiftservice', 'NN'), ('leverages', 'NNS'), ('enterprise', 'VBP'), ('scale', 'JJ'), ('security', 'NN'), ('ibm', 'NN'), ('focus', 'NN'), ('developing', 'VBG'), ('managing', 'VBG'), ('applications', 'NNS'), ('deploy', 'VBP'), ('highly', 'RB'), ('available', 'JJ'), ('openshift', 'NN'), ('clusters', 'NNS'), ('asaservice', 'VBP'), ('click', 'JJ'), ('button', 'NN'), ('ibm', 'NN')]"
Rational App Dev,rational application developer websphere software commercial eclipsebased integrated development environment ide,rational application developer websphere software commercial eclipsebased integrated development environment ide,"['rational', 'application', 'developer', 'websphere', 'software', 'commercial', 'eclipsebased', 'integrated', 'development', 'environment', 'ide']",0.0,0,"(S
  rational/JJ
  application/NN
  developer/NN
  websphere/WRB
  software/NN
  commercial/JJ
  eclipsebased/VBD
  integrated/JJ
  development/NN
  environment/NN
  ide/NN)","[('rational', 'JJ'), ('application', 'NN'), ('developer', 'NN'), ('websphere', 'WRB'), ('software', 'NN'), ('commercial', 'JJ'), ('eclipsebased', 'VBD'), ('integrated', 'JJ'), ('development', 'NN'), ('environment', 'NN'), ('ide', 'NN')]"
Rational TestManager,ibm rational testmanager used manage aspects testing sources information related testing effort throughout phases software development project rational testmanager central console test activity management execution reporting built extensibility supports everything pure manual test approaches various automated paradigms including unit testing functional regression testing performance testing rational testmanager meant accessed members project team ensuring high visibility test coverage information defect trends application readinessif,ibm rational testmanager used manage aspects testing sources information related testing effort throughout phases software development project rational testmanager central console test activity management execution reporting built extensibility supports everything pure manual test approaches various automated paradigms including unit testing functional regression testing performance testing rational testmanager meant accessed members project team ensuring high visibility test coverage information defect trends application readinessif,"['ibm', 'rational', 'testmanager', 'used', 'manage', 'aspects', 'testing', 'sources', 'information', 'related', 'testing', 'effort', 'throughout', 'phases', 'software', 'development', 'project', 'rational', 'testmanager', 'central', 'console', 'test', 'activity', 'management', 'execution', 'reporting', 'built', 'extensibility', 'supports', 'everything', 'pure', 'manual', 'test', 'approaches', 'various', 'automated', 'paradigms', 'including', 'unit', 'testing', 'functional', 'regression', 'testing', 'performance', 'testing', 'rational', 'testmanager', 'meant', 'accessed', 'members', 'project', 'team', 'ensuring', 'high', 'visibility', 'test', 'coverage', 'information', 'defect', 'trends', 'application', 'readinessif']",0.07485714285714286,0,"(S
  ibm/JJ
  rational/JJ
  testmanager/NN
  used/VBN
  manage/NN
  aspects/NNS
  testing/VBG
  sources/NNS
  information/NN
  related/VBN
  testing/VBG
  effort/NN
  throughout/IN
  phases/NNS
  software/NN
  development/NN
  project/NN
  rational/JJ
  testmanager/JJ
  central/JJ
  console/JJ
  test/NN
  activity/NN
  management/NN
  execution/NN
  reporting/NN
  built/VBN
  extensibility/NN
  supports/VBZ
  everything/NN
  pure/NN
  manual/JJ
  test/NN
  approaches/VBZ
  various/JJ
  automated/JJ
  paradigms/NN
  including/VBG
  unit/NN
  testing/VBG
  functional/JJ
  regression/NN
  testing/VBG
  performance/NN
  testing/VBG
  rational/JJ
  testmanager/NN
  meant/VBD
  accessed/JJ
  members/NNS
  project/VBP
  team/NN
  ensuring/VBG
  high/JJ
  visibility/NN
  test/NN
  coverage/NN
  information/NN
  defect/NN
  trends/VBZ
  application/NN
  readinessif/NN)","[('ibm', 'JJ'), ('rational', 'JJ'), ('testmanager', 'NN'), ('used', 'VBN'), ('manage', 'NN'), ('aspects', 'NNS'), ('testing', 'VBG'), ('sources', 'NNS'), ('information', 'NN'), ('related', 'VBN'), ('testing', 'VBG'), ('effort', 'NN'), ('throughout', 'IN'), ('phases', 'NNS'), ('software', 'NN'), ('development', 'NN'), ('project', 'NN'), ('rational', 'JJ'), ('testmanager', 'JJ'), ('central', 'JJ'), ('console', 'JJ'), ('test', 'NN'), ('activity', 'NN'), ('management', 'NN'), ('execution', 'NN'), ('reporting', 'NN'), ('built', 'VBN'), ('extensibility', 'NN'), ('supports', 'VBZ'), ('everything', 'NN'), ('pure', 'NN'), ('manual', 'JJ'), ('test', 'NN'), ('approaches', 'VBZ'), ('various', 'JJ'), ('automated', 'JJ'), ('paradigms', 'NN'), ('including', 'VBG'), ('unit', 'NN'), ('testing', 'VBG'), ('functional', 'JJ'), ('regression', 'NN'), ('testing', 'VBG'), ('performance', 'NN'), ('testing', 'VBG'), ('rational', 'JJ'), ('testmanager', 'NN'), ('meant', 'VBD'), ('accessed', 'JJ'), ('members', 'NNS'), ('project', 'VBP'), ('team', 'NN'), ('ensuring', 'VBG'), ('high', 'JJ'), ('visibility', 'NN'), ('test', 'NN'), ('coverage', 'NN'), ('information', 'NN'), ('defect', 'NN'), ('trends', 'VBZ'), ('application', 'NN'), ('readinessif', 'NN')]"
Reactive Platform,reactive platform application development framework runtime solution building deploying cloud native applications,reactive application development framework runtime building deploying native applications,"['reactive', 'application', 'development', 'framework', 'runtime', 'building', 'deploying', 'native', 'applications']",0.0,0,"(S
  reactive/JJ
  application/NN
  development/NN
  framework/NN
  runtime/NN
  building/VBG
  deploying/VBG
  native/JJ
  applications/NNS)","[('reactive', 'JJ'), ('application', 'NN'), ('development', 'NN'), ('framework', 'NN'), ('runtime', 'NN'), ('building', 'VBG'), ('deploying', 'VBG'), ('native', 'JJ'), ('applications', 'NNS')]"
Red Hat Ansible Tower,ansible opensource software provisioning configuration management applicationdeployment tool enabling infrastructure code runs many unixlike systems configure unixlike systems well microsoft windows includes declarative language describe system configuration,ansible opensource software provisioning configuration management applicationdeployment tool enabling infrastructure code runs many unixlike systems configure unixlike systems well microsoft windows includes declarative language describe system configuration,"['ansible', 'opensource', 'software', 'provisioning', 'configuration', 'management', 'applicationdeployment', 'tool', 'enabling', 'infrastructure', 'code', 'runs', 'many', 'unixlike', 'systems', 'configure', 'unixlike', 'systems', 'well', 'microsoft', 'windows', 'includes', 'declarative', 'language', 'describe', 'system', 'configuration']",0.5,0,"(S
  ansible/JJ
  opensource/NN
  software/NN
  provisioning/VBG
  configuration/NN
  management/NN
  applicationdeployment/JJ
  tool/NN
  enabling/VBG
  infrastructure/NN
  code/NN
  runs/VBZ
  many/JJ
  unixlike/JJ
  systems/NNS
  configure/NN
  unixlike/JJ
  systems/NNS
  well/RB
  microsoft/JJ
  windows/NNS
  includes/VBZ
  declarative/JJ
  language/NN
  describe/NN
  system/NN
  configuration/NN)","[('ansible', 'JJ'), ('opensource', 'NN'), ('software', 'NN'), ('provisioning', 'VBG'), ('configuration', 'NN'), ('management', 'NN'), ('applicationdeployment', 'JJ'), ('tool', 'NN'), ('enabling', 'VBG'), ('infrastructure', 'NN'), ('code', 'NN'), ('runs', 'VBZ'), ('many', 'JJ'), ('unixlike', 'JJ'), ('systems', 'NNS'), ('configure', 'NN'), ('unixlike', 'JJ'), ('systems', 'NNS'), ('well', 'RB'), ('microsoft', 'JJ'), ('windows', 'NNS'), ('includes', 'VBZ'), ('declarative', 'JJ'), ('language', 'NN'), ('describe', 'NN'), ('system', 'NN'), ('configuration', 'NN')]"
Red Hat Ansible Tower,ansible opensource software provisioning configuration management applicationdeployment tool enabling infrastructure code runs many unixlike systems configure unixlike systems well microsoft windows includes declarative language describe system configuration,ansible opensource software provisioning configuration management applicationdeployment tool enabling infrastructure code runs many unixlike systems configure unixlike systems well microsoft windows includes declarative language describe system configuration,"['ansible', 'opensource', 'software', 'provisioning', 'configuration', 'management', 'applicationdeployment', 'tool', 'enabling', 'infrastructure', 'code', 'runs', 'many', 'unixlike', 'systems', 'configure', 'unixlike', 'systems', 'well', 'microsoft', 'windows', 'includes', 'declarative', 'language', 'describe', 'system', 'configuration']",0.5,0,"(S
  ansible/JJ
  opensource/NN
  software/NN
  provisioning/VBG
  configuration/NN
  management/NN
  applicationdeployment/JJ
  tool/NN
  enabling/VBG
  infrastructure/NN
  code/NN
  runs/VBZ
  many/JJ
  unixlike/JJ
  systems/NNS
  configure/NN
  unixlike/JJ
  systems/NNS
  well/RB
  microsoft/JJ
  windows/NNS
  includes/VBZ
  declarative/JJ
  language/NN
  describe/NN
  system/NN
  configuration/NN)","[('ansible', 'JJ'), ('opensource', 'NN'), ('software', 'NN'), ('provisioning', 'VBG'), ('configuration', 'NN'), ('management', 'NN'), ('applicationdeployment', 'JJ'), ('tool', 'NN'), ('enabling', 'VBG'), ('infrastructure', 'NN'), ('code', 'NN'), ('runs', 'VBZ'), ('many', 'JJ'), ('unixlike', 'JJ'), ('systems', 'NNS'), ('configure', 'NN'), ('unixlike', 'JJ'), ('systems', 'NNS'), ('well', 'RB'), ('microsoft', 'JJ'), ('windows', 'NNS'), ('includes', 'VBZ'), ('declarative', 'JJ'), ('language', 'NN'), ('describe', 'NN'), ('system', 'NN'), ('configuration', 'NN')]"
UrbanCode,urbancode deploy application release automation solution combines robust visibility traceability auditing capabilities allows deploy applications distributed data centers cloud virtualized environments,urbancode deploy application release automation combines robust visibility traceability auditing capabilities allows deploy applications distributed centers virtualized environments,"['urbancode', 'deploy', 'application', 'release', 'automation', 'combines', 'robust', 'visibility', 'traceability', 'auditing', 'capabilities', 'allows', 'deploy', 'applications', 'distributed', 'centers', 'virtualized', 'environments']",0.0,0,"(S
  urbancode/JJ
  deploy/NN
  application/NN
  release/NN
  automation/NN
  combines/NNS
  robust/VBP
  visibility/NN
  traceability/NN
  auditing/VBG
  capabilities/NNS
  allows/VBZ
  deploy/NN
  applications/NNS
  distributed/VBD
  centers/NNS
  virtualized/VBD
  environments/NNS)","[('urbancode', 'JJ'), ('deploy', 'NN'), ('application', 'NN'), ('release', 'NN'), ('automation', 'NN'), ('combines', 'NNS'), ('robust', 'VBP'), ('visibility', 'NN'), ('traceability', 'NN'), ('auditing', 'VBG'), ('capabilities', 'NNS'), ('allows', 'VBZ'), ('deploy', 'NN'), ('applications', 'NNS'), ('distributed', 'VBD'), ('centers', 'NNS'), ('virtualized', 'VBD'), ('environments', 'NNS')]"
iBwave Design,ibwave design recognized worldwide software standard designing indoor wireless networks,ibwave design recognized worldwide software standard designing indoor wireless networks,"['ibwave', 'design', 'recognized', 'worldwide', 'software', 'standard', 'designing', 'indoor', 'wireless', 'networks']",0.0,0,"(S
  ibwave/VB
  design/NN
  recognized/VBN
  worldwide/RB
  software/NN
  standard/JJ
  designing/VBG
  indoor/JJ
  wireless/NN
  networks/NNS)","[('ibwave', 'VB'), ('design', 'NN'), ('recognized', 'VBN'), ('worldwide', 'RB'), ('software', 'NN'), ('standard', 'JJ'), ('designing', 'VBG'), ('indoor', 'JJ'), ('wireless', 'NN'), ('networks', 'NNS')]"
Jenkins,jenkins opensource automation tool written java plugins built continuous integration purposes jenkins used build test software projects continuously making easier developers integrate changes project making easier users obtain fresh build,jenkins opensource automation tool written java plugins built continuous integration purposes jenkins used build test software projects continuously making easier developers integrate changes project making easier users obtain fresh build,"['jenkins', 'opensource', 'automation', 'tool', 'written', 'java', 'plugins', 'built', 'continuous', 'integration', 'purposes', 'jenkins', 'used', 'build', 'test', 'software', 'projects', 'continuously', 'making', 'easier', 'developers', 'integrate', 'changes', 'project', 'making', 'easier', 'users', 'obtain', 'fresh', 'build']",0.3,1,"(S
  jenkins/NNS
  opensource/VBP
  automation/NN
  tool/NN
  written/VBN
  java/NN
  plugins/NNS
  built/VBN
  continuous/JJ
  integration/NN
  purposes/NNS
  jenkins/NNS
  used/VBN
  build/JJ
  test/NN
  software/NN
  projects/NNS
  continuously/RB
  making/VBG
  easier/JJR
  developers/NNS
  integrate/VBP
  changes/NNS
  project/VBP
  making/VBG
  easier/JJR
  users/NNS
  obtain/VB
  fresh/JJ
  build/NN)","[('jenkins', 'NNS'), ('opensource', 'VBP'), ('automation', 'NN'), ('tool', 'NN'), ('written', 'VBN'), ('java', 'NN'), ('plugins', 'NNS'), ('built', 'VBN'), ('continuous', 'JJ'), ('integration', 'NN'), ('purposes', 'NNS'), ('jenkins', 'NNS'), ('used', 'VBN'), ('build', 'JJ'), ('test', 'NN'), ('software', 'NN'), ('projects', 'NNS'), ('continuously', 'RB'), ('making', 'VBG'), ('easier', 'JJR'), ('developers', 'NNS'), ('integrate', 'VBP'), ('changes', 'NNS'), ('project', 'VBP'), ('making', 'VBG'), ('easier', 'JJR'), ('users', 'NNS'), ('obtain', 'VB'), ('fresh', 'JJ'), ('build', 'NN')]"
JFROG Platform,fully automated devops platform distributing trusted software releases code production jfrog artifactory isa universal devops solution providing endtoend automation management binaries artifacts application delivery process improves productivity across development ecosystem,fully automated devops distributing trusted software releases code production jfrog artifactory isa universal devops providing endtoend automation management binaries artifacts application delivery process improves productivity across development ecosystem,"['fully', 'automated', 'devops', 'distributing', 'trusted', 'software', 'releases', 'code', 'production', 'jfrog', 'artifactory', 'isa', 'universal', 'devops', 'providing', 'endtoend', 'automation', 'management', 'binaries', 'artifacts', 'application', 'delivery', 'process', 'improves', 'productivity', 'across', 'development', 'ecosystem']",0.0,0,"(S
  fully/RB
  automated/VBN
  devops/NNS
  distributing/VBG
  trusted/VBD
  software/NN
  releases/NNS
  code/VBP
  production/NN
  jfrog/NN
  artifactory/NN
  isa/NN
  universal/JJ
  devops/VBZ
  providing/VBG
  endtoend/VB
  automation/NN
  management/NN
  binaries/NNS
  artifacts/VBZ
  application/NN
  delivery/NN
  process/NN
  improves/VBZ
  productivity/NN
  across/IN
  development/NN
  ecosystem/NN)","[('fully', 'RB'), ('automated', 'VBN'), ('devops', 'NNS'), ('distributing', 'VBG'), ('trusted', 'VBD'), ('software', 'NN'), ('releases', 'NNS'), ('code', 'VBP'), ('production', 'NN'), ('jfrog', 'NN'), ('artifactory', 'NN'), ('isa', 'NN'), ('universal', 'JJ'), ('devops', 'VBZ'), ('providing', 'VBG'), ('endtoend', 'VB'), ('automation', 'NN'), ('management', 'NN'), ('binaries', 'NNS'), ('artifacts', 'VBZ'), ('application', 'NN'), ('delivery', 'NN'), ('process', 'NN'), ('improves', 'VBZ'), ('productivity', 'NN'), ('across', 'IN'), ('development', 'NN'), ('ecosystem', 'NN')]"
Visual Studio,microsoft visual studio integrated development environment microsoft used develop computer programs well websites web apps web services mobile apps visual studio standard subscriptions formerly msdn subscriptions allow development team members install use software design develop test evaluate demonstrate software visual studio software licensed production environments visual studio msdn licensed per user basis visual studio comes versions standard enterprise pro,microsoft visual studio integrated development environment microsoft used develop computer programs well websites web apps web mobile apps visual studio standard subscriptions formerly msdn subscriptions allow development team members install use software design develop test evaluate demonstrate software visual studio software licensed production environments visual studio msdn licensed per user basis visual studio comes versions standard enterprise pro,"['microsoft', 'visual', 'studio', 'integrated', 'development', 'environment', 'microsoft', 'used', 'develop', 'computer', 'programs', 'well', 'websites', 'web', 'apps', 'web', 'mobile', 'apps', 'visual', 'studio', 'standard', 'subscriptions', 'formerly', 'msdn', 'subscriptions', 'allow', 'development', 'team', 'members', 'install', 'use', 'software', 'design', 'develop', 'test', 'evaluate', 'demonstrate', 'software', 'visual', 'studio', 'software', 'licensed', 'production', 'environments', 'visual', 'studio', 'msdn', 'licensed', 'per', 'user', 'basis', 'visual', 'studio', 'comes', 'versions', 'standard', 'enterprise', 'pro']",0.0,0,"(S
  microsoft/JJ
  visual/JJ
  studio/NN
  integrated/VBN
  development/NN
  environment/NN
  microsoft/NNS
  used/VBN
  develop/VB
  computer/NN
  programs/NNS
  well/RB
  websites/VBZ
  web/JJ
  apps/NN
  web/NN
  mobile/JJ
  apps/JJ
  visual/JJ
  studio/NN
  standard/NN
  subscriptions/NNS
  formerly/RB
  msdn/VBP
  subscriptions/NNS
  allow/VBP
  development/NN
  team/NN
  members/NNS
  install/VBP
  use/JJ
  software/NN
  design/NN
  develop/VB
  test/NN
  evaluate/NN
  demonstrate/NN
  software/NN
  visual/JJ
  studio/NN
  software/NN
  licensed/VBN
  production/NN
  environments/NNS
  visual/JJ
  studio/NN
  msdn/NN
  licensed/VBD
  per/IN
  user/JJ
  basis/NN
  visual/JJ
  studio/NN
  comes/VBZ
  versions/NNS
  standard/JJ
  enterprise/NN
  pro/NN)","[('microsoft', 'JJ'), ('visual', 'JJ'), ('studio', 'NN'), ('integrated', 'VBN'), ('development', 'NN'), ('environment', 'NN'), ('microsoft', 'NNS'), ('used', 'VBN'), ('develop', 'VB'), ('computer', 'NN'), ('programs', 'NNS'), ('well', 'RB'), ('websites', 'VBZ'), ('web', 'JJ'), ('apps', 'NN'), ('web', 'NN'), ('mobile', 'JJ'), ('apps', 'JJ'), ('visual', 'JJ'), ('studio', 'NN'), ('standard', 'NN'), ('subscriptions', 'NNS'), ('formerly', 'RB'), ('msdn', 'VBP'), ('subscriptions', 'NNS'), ('allow', 'VBP'), ('development', 'NN'), ('team', 'NN'), ('members', 'NNS'), ('install', 'VBP'), ('use', 'JJ'), ('software', 'NN'), ('design', 'NN'), ('develop', 'VB'), ('test', 'NN'), ('evaluate', 'NN'), ('demonstrate', 'NN'), ('software', 'NN'), ('visual', 'JJ'), ('studio', 'NN'), ('software', 'NN'), ('licensed', 'VBN'), ('production', 'NN'), ('environments', 'NNS'), ('visual', 'JJ'), ('studio', 'NN'), ('msdn', 'NN'), ('licensed', 'VBD'), ('per', 'IN'), ('user', 'JJ'), ('basis', 'NN'), ('visual', 'JJ'), ('studio', 'NN'), ('comes', 'VBZ'), ('versions', 'NNS'), ('standard', 'JJ'), ('enterprise', 'NN'), ('pro', 'NN')]"
NeoLoad,neoload automated performance testing platform enterprise organizations continuously testing apis applications tricentis bought neoload,neoload automated performance testing enterprise organizations continuously testing apis applications tricentis bought neoload,"['neoload', 'automated', 'performance', 'testing', 'enterprise', 'organizations', 'continuously', 'testing', 'apis', 'applications', 'tricentis', 'bought', 'neoload']",0.0,0,"(S
  neoload/RB
  automated/VBN
  performance/NN
  testing/VBG
  enterprise/NN
  organizations/NNS
  continuously/RB
  testing/VBG
  apis/NN
  applications/NNS
  tricentis/VBP
  bought/VBD
  neoload/NN)","[('neoload', 'RB'), ('automated', 'VBN'), ('performance', 'NN'), ('testing', 'VBG'), ('enterprise', 'NN'), ('organizations', 'NNS'), ('continuously', 'RB'), ('testing', 'VBG'), ('apis', 'NN'), ('applications', 'NNS'), ('tricentis', 'VBP'), ('bought', 'VBD'), ('neoload', 'NN')]"
Node.js,nodejs opensource crossplatform javascript runtime environment executes javascript code outside web browser,nodejs opensource crossplatform javascript runtime environment executes javascript code outside web browser,"['nodejs', 'opensource', 'crossplatform', 'javascript', 'runtime', 'environment', 'executes', 'javascript', 'code', 'outside', 'web', 'browser']",0.0,0,"(S
  nodejs/JJ
  opensource/NN
  crossplatform/NN
  javascript/NN
  runtime/NN
  environment/NN
  executes/VBZ
  javascript/JJ
  code/NN
  outside/IN
  web/NN
  browser/NN)","[('nodejs', 'JJ'), ('opensource', 'NN'), ('crossplatform', 'NN'), ('javascript', 'NN'), ('runtime', 'NN'), ('environment', 'NN'), ('executes', 'VBZ'), ('javascript', 'JJ'), ('code', 'NN'), ('outside', 'IN'), ('web', 'NN'), ('browser', 'NN')]"
